gold_example_id,match_id,season,snapshot_over,sft_bucket,scenario_tag,review_priority,required_run_rate,wickets_in_hand,prompt,label_status,gold_probability,gold_analysis,reviewer_notes
gold_028,1216516,2020,8,interesting,resources_but_work,high,10.333333333333334,7,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Chennai Super Kings chasing 165 set by Sunrisers Hyderabad
Venue: Dubai International Cricket Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Sunrisers Hyderabad chose to bat first

End of Over 8:
Score: 41/3 (48 balls faced)
Need: 124 off 72 (RRR: 10.33)
Current run rate: 5.12

Momentum:
Last over: 1
Last 3 overs: 15 runs, 2 wickets
Last 5 overs: Dot% 47% | Boundary% 17%

Batters:
MS Dhoni (chase SR 123, death SR 178)
KM Jadhav (chase SR 96, death SR 83)
Partnership: 12b, 5r

Last over bowler: Rashid Khan (1/4 overs used, death econ 6.85, death wkts/ov 0.60)
Next over: different bowler.

Venue context (Dubai International Cricket Stadium):
Limited IPL history (7 matches); venue stats are estimated.
Surface prior: balanced, medium boundaries
Chase rate: ~57%
Avg 2nd inns: ~146
Death RPO: ~10.9
Dew: Low evenings

Win probability for Chennai Super Kings?",approved,0.13,"This has become a difficult chase for Chennai Super Kings and they need the game to swing quickly back their way. Run rate pressure is severe here: they need 10.33, but the innings has only run at 5.12 so far. The innings has taken recent damage with 2 wickets in the last three overs, and that matters more than the raw target.",assistant_authored_gold_v1
gold_029,1216507,2020,10,interesting,balanced_chase,high,9.2,6,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Rajasthan Royals chasing 159 set by Sunrisers Hyderabad
Venue: Dubai International Cricket Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Sunrisers Hyderabad chose to bat first

End of Over 10:
Score: 67/4 (60 balls faced)
Need: 92 off 60 (RRR: 9.20)
Current run rate: 6.70

Momentum:
Last over: 4
Last 3 overs: 20 runs, 1 wickets
Last 5 overs: Dot% 37% | Boundary% 10%

Batters:
SV Samson (chase SR 135, death SR 140)
R Parag (chase SR 126, death SR 160) (career data limited)
Partnership: 5b, 4r

Last over bowler: Rashid Khan (2/4 overs used, death econ 6.85, death wkts/ov 0.60)
Next over: different bowler.

Venue context (Dubai International Cricket Stadium):
Limited IPL history (7 matches); venue stats are estimated.
Surface prior: balanced, medium boundaries
Chase rate: ~57%
Avg 2nd inns: ~146
Death RPO: ~10.9
Dew: Low evenings

Win probability for Rajasthan Royals?",approved,0.26,This has become a difficult chase for Rajasthan Royals and they need the game to swing quickly back their way. They still need a clear gear change: 9.20 required is a fair step above the present 6.70.,assistant_authored_gold_v1
gold_030,1237180,2020,10,interesting,resources_but_work,high,11.5,7,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Sunrisers Hyderabad chasing 190 set by Delhi Capitals
Venue: Sheikh Zayed Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Delhi Capitals chose to bat first

End of Over 10:
Score: 75/3 (60 balls faced)
Need: 115 off 60 (RRR: 11.50)
Current run rate: 7.50

Momentum:
Last over: 11
Last 3 overs: 23 runs, 0 wickets
Last 5 overs: Dot% 37% | Boundary% 10%

Batters:
KS Williamson (chase SR 126, death SR 160) (career data limited)
JO Holder (chase SR 126, death SR 160) (career data limited)
Partnership: 30b, 31r

Last over bowler: P Dubey (2/4 overs used, death econ 11.04, death wkts/ov 0.49) (career data limited)
Next over: different bowler.

Venue context (Sheikh Zayed Stadium):
Limited IPL history (5 matches); venue stats are estimated.
Surface prior: balanced, medium boundaries
Chase rate: ~60%
Avg 2nd inns: ~129
Death RPO: ~8.5
Dew: Low evenings

Win probability for Sunrisers Hyderabad?",approved,0.18,"Sunrisers Hyderabad are under heavy pressure now and need something out of the ordinary from this position. Run rate pressure is severe here: they need 11.50, but the innings has only run at 7.50 so far.",assistant_authored_gold_v1
gold_031,1216529,2020,11,interesting,resources_but_work,high,9.11111111111111,8,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Mumbai Indians chasing 163 set by Delhi Capitals
Venue: Sheikh Zayed Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Delhi Capitals chose to bat first

End of Over 11:
Score: 81/2 (66 balls faced)
Need: 82 off 54 (RRR: 9.11)
Current run rate: 7.36

Momentum:
Last over: 3
Last 3 overs: 21 runs, 1 wickets
Last 5 overs: Dot% 27% | Boundary% 13%

Batters:
SA Yadav (chase SR 126, death SR 160) (career data limited)
Ishan Kishan (chase SR 126, death SR 160) (career data limited)
Partnership: 7b, 4r

Last over bowler: K Rabada (2/4 overs used, death econ 8.70, death wkts/ov 0.96)
Next over: different bowler.

Venue context (Sheikh Zayed Stadium):
Limited IPL history (5 matches); venue stats are estimated.
Surface prior: balanced, medium boundaries
Chase rate: ~60%
Avg 2nd inns: ~129
Death RPO: ~8.5
Dew: Low evenings

Win probability for Mumbai Indians?",approved,0.61,"This is still finely balanced for Mumbai Indians, and the next phase should decide who is really ahead. Resources are still intact with 8 wickets left, so Mumbai Indians can keep attacking instead of just surviving. The chase is still being pushed by the rate because 9.11 is comfortably above the current 7.36.",assistant_authored_gold_v1
gold_032,1216501,2020,13,interesting,resources_but_work,high,9.571428571428571,8,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Chennai Super Kings chasing 168 set by Kolkata Knight Riders
Venue: Sheikh Zayed Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Kolkata Knight Riders chose to bat first

End of Over 13:
Score: 101/2 (78 balls faced)
Need: 67 off 42 (RRR: 9.57)
Current run rate: 7.77

Momentum:
Last over: 2
Last 3 overs: 11 runs, 1 wickets
Last 5 overs: Dot% 30% | Boundary% 10%

Batters:
SR Watson (chase SR 147, death SR 200)
MS Dhoni (chase SR 123, death SR 178)
Partnership: 5b, 2r

Last over bowler: KL Nagarkoti (3/4 overs used, death econ 11.04, death wkts/ov 0.49) (career data limited)
Next over: different bowler.

Venue context (Sheikh Zayed Stadium):
Limited IPL history (5 matches); venue stats are estimated.
Surface prior: balanced, medium boundaries
Chase rate: ~60%
Avg 2nd inns: ~129
Death RPO: ~8.5
Dew: Low evenings

Win probability for Chennai Super Kings?",approved,0.65,"Chennai Super Kings are slightly in front, though the next over or two still matter. Resources are still intact with 8 wickets left, so Chennai Super Kings can keep attacking instead of just surviving. The chase is still being pushed by the rate because 9.57 is comfortably above the current 7.77.",assistant_authored_gold_v1
gold_033,1216492,2020,16,interesting,death_overs_tension,high,10.5,7,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Chennai Super Kings chasing 163 set by Mumbai Indians
Venue: Sheikh Zayed Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Chennai Super Kings chose to field first

End of Over 16:
Score: 121/3 (96 balls faced)
Need: 42 off 24 (RRR: 10.50)
Current run rate: 7.56

Momentum:
Last over: 5
Last 3 overs: 22 runs, 1 wickets
Last 5 overs: Dot% 17% | Boundary% 10%

Batters:
F du Plessis (chase SR 112, death SR 263)
NEW_BATTER_PENDING
Partnership: 0b, 0r

Last over bowler: RD Chahar (4/4 overs used, death econ 2.91, death wkts/ov 0.00)
Next over: different bowler.

Venue context (Sheikh Zayed Stadium):
Limited IPL history (5 matches); venue stats are estimated.
Surface prior: balanced, medium boundaries
Chase rate: ~60%
Avg 2nd inns: ~129
Death RPO: ~8.5
Dew: Low evenings

Win probability for Chennai Super Kings?",approved,0.57,"This is still finely balanced for Chennai Super Kings, and the next phase should decide who is really ahead. There is enough finishing quality in the current pair to keep a demanding finish alive. The chase is still being pushed by the rate because 10.50 is comfortably above the current 7.56.",assistant_authored_gold_v1
gold_034,1216492,2020,15,late_tension,resources_but_work,high,9.4,8,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Chennai Super Kings chasing 163 set by Mumbai Indians
Venue: Sheikh Zayed Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Chennai Super Kings chose to field first

End of Over 15:
Score: 116/2 (90 balls faced)
Need: 47 off 30 (RRR: 9.40)
Current run rate: 7.73

Momentum:
Last over: 11
Last 3 overs: 28 runs, 0 wickets
Last 5 overs: Dot% 13% | Boundary% 13%

Batters:
F du Plessis (chase SR 112, death SR 263)
AT Rayudu (chase SR 104, death SR 92)
Partnership: 78b, 110r

Last over bowler: JJ Bumrah (3/4 overs used, death econ 7.36, death wkts/ov 0.54)
Next over: different bowler.

Venue context (Sheikh Zayed Stadium):
Limited IPL history (5 matches); venue stats are estimated.
Surface prior: balanced, medium boundaries
Chase rate: ~60%
Avg 2nd inns: ~129
Death RPO: ~8.5
Dew: Low evenings

Win probability for Chennai Super Kings?",approved,0.88,"Chennai Super Kings are well placed now, although they still need one clean passage rather than a sloppy finish. Resources are still intact with 8 wickets left, so Chennai Super Kings can keep attacking instead of just surviving. F du Plessis and AT Rayudu are settled enough to matter, and that existing stand reduces the risk of the chase restarting from scratch. F du Plessis and AT Rayudu also give them real late-overs hitting if this chase goes deep.",assistant_authored_gold_v1
gold_035,1216499,2020,15,late_tension,balanced_chase,high,9.6,6,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Mumbai Indians chasing 165 set by Royal Challengers Bengaluru
Venue: Sheikh Zayed Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Mumbai Indians chose to field first

End of Over 15:
Score: 117/4 (90 balls faced)
Need: 48 off 30 (RRR: 9.60)
Current run rate: 7.80

Momentum:
Last over: 10
Last 3 overs: 31 runs, 1 wickets
Last 5 overs: Dot% 43% | Boundary% 23%

Batters:
SA Yadav (chase SR 126, death SR 160) (career data limited)
HH Pandya (chase SR 126, death SR 160) (career data limited)
Partnership: 7b, 10r

Last over bowler: CH Morris (2/4 overs used, death econ 7.73, death wkts/ov 0.64)
Next over: different bowler.

Venue context (Sheikh Zayed Stadium):
Limited IPL history (5 matches); venue stats are estimated.
Surface prior: balanced, medium boundaries
Chase rate: ~60%
Avg 2nd inns: ~129
Death RPO: ~8.5
Dew: Low evenings

Win probability for Mumbai Indians?",approved,0.60,"This is still finely balanced for Mumbai Indians, and the next phase should decide who is really ahead. They have at least kept the chase moving, scoring 31 in the last three overs instead of drifting. There is still enough batting left to absorb one mistake and keep the chase going. They still need a clear gear change: 9.60 required is a fair step above the present 7.80.",assistant_authored_gold_v1
gold_036,1216527,2020,16,late_tension,balanced_chase,high,15.75,8,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Rajasthan Royals chasing 224 set by Punjab Kings
Venue: Sharjah Cricket Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Rajasthan Royals chose to field first

End of Over 16:
Score: 161/2 (96 balls faced)
Need: 63 off 24 (RRR: 15.75)
Current run rate: 10.06

Momentum:
Last over: 21
Last 3 overs: 39 runs, 0 wickets
Last 5 overs: Dot% 33% | Boundary% 17%

Batters:
SV Samson (chase SR 135, death SR 140)
R Tewatia (chase SR 126, death SR 160) (career data limited)
Partnership: 42b, 61r

Last over bowler: GJ Maxwell (3/4 overs used, death econ 7.25, death wkts/ov 1.00)
Next over: different bowler.

Venue context (Sharjah Cricket Stadium):
Limited IPL history (6 matches); venue stats are estimated.
Surface prior: batting-friendly, short boundaries
Chase rate: ~67%
Avg 2nd inns: ~147
Death RPO: ~10.5
Dew: Low evenings

Win probability for Rajasthan Royals?",approved,0.12,"This has become a difficult chase for Rajasthan Royals and they need the game to swing quickly back their way. Run rate pressure is severe here: they need 15.75, but the innings has only run at 10.06 so far.",assistant_authored_gold_v1
gold_037,1216532,2020,16,late_tension,death_overs_tension,high,12.25,6,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Delhi Capitals chasing 163 set by Sunrisers Hyderabad
Venue: Sheikh Zayed Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Delhi Capitals chose to field first

End of Over 16:
Score: 114/4 (96 balls faced)
Need: 49 off 24 (RRR: 12.25)
Current run rate: 7.12

Momentum:
Last over: 10
Last 3 overs: 36 runs, 1 wickets
Last 5 overs: Dot% 27% | Boundary% 20%

Batters:
MP Stoinis (chase SR 126, death SR 160) (career data limited)
RR Pant (chase SR 126, death SR 160) (career data limited)
Partnership: 5b, 10r

Last over bowler: B Kumar (3/4 overs used, death econ 9.94, death wkts/ov 0.46)
Next over: different bowler.

Venue context (Sheikh Zayed Stadium):
Limited IPL history (5 matches); venue stats are estimated.
Surface prior: balanced, medium boundaries
Chase rate: ~60%
Avg 2nd inns: ~129
Death RPO: ~8.5
Dew: Low evenings

Win probability for Delhi Capitals?",approved,0.23,"This has become a difficult chase for Delhi Capitals and they need the game to swing quickly back their way. The equation is the biggest issue: 49 off 24 means 12.25 an over, far above the current 7.12.",assistant_authored_gold_v1
gold_038,1216499,2020,17,late_tension,balanced_chase,high,9.0,6,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Mumbai Indians chasing 165 set by Royal Challengers Bengaluru
Venue: Sheikh Zayed Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Mumbai Indians chose to field first

End of Over 17:
Score: 138/4 (102 balls faced)
Need: 27 off 18 (RRR: 9.00)
Current run rate: 8.12

Momentum:
Last over: 8
Last 3 overs: 31 runs, 0 wickets
Last 5 overs: Dot% 33% | Boundary% 30%

Batters:
HH Pandya (chase SR 126, death SR 160) (career data limited)
SA Yadav (chase SR 126, death SR 160) (career data limited)
Partnership: 19b, 31r

Last over bowler: CH Morris (3/4 overs used, death econ 7.73, death wkts/ov 0.64)
Next over: different bowler.

Venue context (Sheikh Zayed Stadium):
Limited IPL history (5 matches); venue stats are estimated.
Surface prior: balanced, medium boundaries
Chase rate: ~60%
Avg 2nd inns: ~129
Death RPO: ~8.5
Dew: Low evenings

Win probability for Mumbai Indians?",approved,0.85,"Mumbai Indians are well placed now, although they still need one clean passage rather than a sloppy finish. Recent scoring gives them a pulse here: 31 off the last three overs has stopped the equation from running away. There is a small tactical plus too: CH Morris has already done a heavy share of the work, so the next over should come from a different option. The equation remains live because 9.00 required is gettable but not forgiving.",assistant_authored_gold_v1
gold_039,1216507,2020,17,late_tension,death_overs_tension,high,12.0,5,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Rajasthan Royals chasing 159 set by Sunrisers Hyderabad
Venue: Dubai International Cricket Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Sunrisers Hyderabad chose to bat first

End of Over 17:
Score: 123/5 (102 balls faced)
Need: 36 off 18 (RRR: 12.00)
Current run rate: 7.24

Momentum:
Last over: 18
Last 3 overs: 35 runs, 0 wickets
Last 5 overs: Dot% 17% | Boundary% 13%

Batters:
R Parag (chase SR 126, death SR 160) (career data limited)
R Tewatia (chase SR 126, death SR 160) (career data limited)
Partnership: 30b, 45r

Last over bowler: Sandeep Sharma (4/4 overs used, death econ 7.87, death wkts/ov 0.72)
Next over: different bowler.

Venue context (Dubai International Cricket Stadium):
Limited IPL history (7 matches); venue stats are estimated.
Surface prior: balanced, medium boundaries
Chase rate: ~57%
Avg 2nd inns: ~146
Death RPO: ~10.9
Dew: Low evenings

Win probability for Rajasthan Royals?",approved,0.25,"This has become a difficult chase for Rajasthan Royals and they need the game to swing quickly back their way. Run rate pressure is severe here: they need 12.00, but the innings has only run at 7.24 so far.",assistant_authored_gold_v1
gold_040,1216543,2020,18,late_tension,balanced_chase,high,12.5,4,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Rajasthan Royals chasing 162 set by Delhi Capitals
Venue: Dubai International Cricket Stadium
Match type: Evening (7:30 PM IST, dew likely)
Toss: Delhi Capitals chose to bat first

End of Over 18:
Score: 137/6 (108 balls faced)
Need: 25 off 12 (RRR: 12.50)
Current run rate: 7.61

Momentum:
Last over: 4
Last 3 overs: 14 runs, 1 wickets
Last 5 overs: Dot% 40% | Boundary% 7%

Batters:
R Tewatia (chase SR 126, death SR 160) (career data limited)
JC Archer (chase SR 126, death SR 160) (career data limited)
Partnership: 3b, 2r

Last over bowler: A Nortje (4/4 overs used, death econ 11.04, death wkts/ov 0.49) (career data limited)
Next over: different bowler.

Venue context (Dubai International Cricket Stadium):
Limited IPL history (7 matches); venue stats are estimated.
Surface prior: balanced, medium boundaries
Chase rate: ~57%
Avg 2nd inns: ~146
Death RPO: ~10.9
Dew: Low evenings

Win probability for Rajasthan Royals?",approved,0.09,"This is almost gone for Rajasthan Royals unless something very unusual happens immediately. Run rate pressure is severe here: they need 12.50, but the innings has only run at 7.61 so far. With only 4 wickets in hand, the chase is fragile even if the target is still reachable.",assistant_authored_gold_v1
gold_041,1254066,2021,7,easy,balanced_chase,medium,6.461538461538462,10,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Sunrisers Hyderabad chasing 151 set by Mumbai Indians
Venue: MA Chidambaram Stadium, Chepauk, Chennai
Match type: Evening (7:30 PM IST, dew likely)
Toss: Mumbai Indians chose to bat first

End of Over 7:
Score: 67/0 (42 balls faced)
Need: 84 off 78 (RRR: 6.46)
Current run rate: 9.57

Momentum:
Last over: 10
Last 3 overs: 25 runs, 0 wickets
Last 5 overs: Dot% 33% | Boundary% 33%

Batters:
JM Bairstow (chase SR 123, death SR 159) (career data limited)
DA Warner (chase SR 136, death SR 149)
Partnership: 42b, 67r

Last over bowler: AF Milne (2/4 overs used, death econ 11.04, death wkts/ov 0.47) (career data limited)
Next over: different bowler.

Venue context (MA Chidambaram Stadium, Chepauk, Chennai):
Surface: spin-friendly, medium boundaries
Chase rate: 39% (56 matches)
Avg 2nd inns: 149
Death RPO: 9.0
Dew: Medium evenings

Win probability for Sunrisers Hyderabad?",approved,0.97,Sunrisers Hyderabad should close this chase out from here unless they create a collapse for themselves. The equation is favorable now because the asking rate of 6.46 is below the current scoring rate of 9.57. Having 10 wickets in reserve keeps plenty of scoring options alive from here.,assistant_authored_gold_v1
gold_042,1254080,2021,12,easy,resources_but_work,medium,7.125,10,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Chennai Super Kings chasing 172 set by Sunrisers Hyderabad
Venue: Arun Jaitley Stadium, Delhi
Match type: Evening (7:30 PM IST, dew likely)
Toss: Sunrisers Hyderabad chose to bat first

End of Over 12:
Score: 115/0 (72 balls faced)
Need: 57 off 48 (RRR: 7.12)
Current run rate: 9.58

Momentum:
Last over: 15
Last 3 overs: 31 runs, 0 wickets
Last 5 overs: Dot% 17% | Boundary% 23%

Batters:
RD Gaikwad (chase SR 123, death SR 159) (career data limited)
F du Plessis (chase SR 145, death SR 263)
Partnership: 72b, 115r

Last over bowler: J Suchith (3/4 overs used, death econ 10.00, death wkts/ov 0.00)
Next over: different bowler.

Venue context (Arun Jaitley Stadium, Delhi):
Surface: batting-friendly, medium boundaries
Chase rate: 53% (68 matches)
Avg 2nd inns: 152
Death RPO: 9.6
Dew: Low evenings

Win probability for Chennai Super Kings?",approved,0.99,Chennai Super Kings should close this chase out from here unless they create a collapse for themselves. Run rate is under control: they only need 7.12 and are already moving at 9.58. Having 10 wickets in reserve keeps plenty of scoring options alive from here.,assistant_authored_gold_v1
gold_043,1254083,2021,13,easy,balanced_chase,medium,15.571428571428571,6,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Royal Challengers Bengaluru chasing 180 set by Punjab Kings
Venue: Narendra Modi Stadium, Ahmedabad
Match type: Evening (7:30 PM IST, dew likely)
Toss: Royal Challengers Bengaluru chose to field first

End of Over 13:
Score: 71/4 (78 balls faced)
Need: 109 off 42 (RRR: 15.57)
Current run rate: 5.46

Momentum:
Last over: 2
Last 3 overs: 9 runs, 3 wickets
Last 5 overs: Dot% 53% | Boundary% 3%

Batters:
RM Patidar (chase SR 123, death SR 159) (career data limited)
Shahbaz Ahmed (chase SR 123, death SR 159) (career data limited)
Partnership: 5b, 2r

Last over bowler: Harpreet Brar (4/4 overs used, death econ 11.04, death wkts/ov 0.47) (career data limited)
Next over: different bowler.

Venue context (Narendra Modi Stadium, Ahmedabad):
Limited IPL history (11 matches); venue stats are estimated.
Surface prior: batting-friendly, large boundaries
Chase rate: ~45%
Avg 2nd inns: ~145
Death RPO: ~10.1
Dew: Low evenings

Win probability for Royal Challengers Bengaluru?",approved,0.01,"This is almost gone for Royal Challengers Bengaluru unless something very unusual happens immediately. Run rate pressure is severe here: they need 15.57, but the innings has only run at 5.46 so far. The recent wickets are a major problem: 3 down in the last three overs has disrupted the chase badly.",assistant_authored_gold_v1
gold_044,1254069,2021,14,easy,balanced_chase,medium,15.666666666666668,5,"SYSTEM:
You are an IPL cricket analyst. Estimate the probability (0.0 to 1.0) that the batting team wins the match.
Write a short public reasoning summary focused only on the most important signals.
Do not reveal hidden chain-of-thought.

Format exactly as:
<analysis>
[2-5 sentence public reasoning summary here]
</analysis>
<answer>0.XX</answer>

Answer must be a decimal between 0.0 and 1.0.

USER:
IPL Match - Rajasthan Royals chasing 189 set by Chennai Super Kings
Venue: Wankhede Stadium, Mumbai
Match type: Evening (7:30 PM IST, dew likely)
Toss: Rajasthan Royals chose to field first

End of Over 14:
Score: 95/5 (84 balls faced)
Need: 94 off 36 (RRR: 15.67)
Current run rate: 6.79

Momentum:
Last over: 3
Last 3 overs: 8 runs, 3 wickets
Last 5 overs: Dot% 53% | Boundary% 0%

Batters:
R Parag (chase SR 123, death SR 159) (career data limited)
R Tewatia (chase SR 123, death SR 159) (career data limited)
Partnership: 7b, 3r

Last over bowler: RA Jadeja (4/4 overs used, death econ 9.81, death wkts/ov 0.41)
Next over: different bowler.

Venue context (Wankhede Stadium, Mumbai):
Surface: batting-friendly, medium boundaries
Chase rate: 52% (71 matches)
Avg 2nd inns: 154
Death RPO: 10.5
Dew: High evenings

Win probability for Rajasthan Royals?",approved,0.01,"Rajasthan Royals are deep in trouble here and only a freak finish really changes the picture now. The equation is the biggest issue: 94 off 36 means 15.67 an over, far above the current 6.79. The innings has taken recent damage with 3 wickets in the last three overs, and that matters more than the raw target.",assistant_authored_gold_v1
